PK,Shipment ID,Indicator,Sent to EBS,Utilization,Weight Utilization,Volume Utilization,EBS Trip,Service Provider Name,Destination Location Name,State,Mode,Equipment,Stops,Total Gross Weight,Total Gross Volume,Loaded Distance,Total Actual Cost,Planned Cost,Start Time,Pull Target Time,City,Destination Postal Code,End Time,Source Location ID,Source Location Name,Destination Location ID,Status,Service Provider ID,Total Ship Unit Count,Update User,Last Update Time,Number of Order Releases,Domain Name
CLP.1089806,1089806,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.15,0.02,20353032,CLOPAY TRUCK,"PRO-TEC DO,HAMPSTEAD,NC,USA",NC,TRUCK,BOXTRUCK,2,1451.57,16.19,209,468.16,468.16,2017-01-16 16:15 America/New_York,,HAMPSTEAD,28443-3303,2017-01-16 16:15 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2544-5671,SECURE RESOURCES_ACCEPTED,CAR-200710,2,CLP.INTEGRATION,2017-01-22 17:09 EST5EDT,2,CLP
CLP.1089901,1089901,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.14,0.02,,CLOPAY TRUCK,"ASHEVILLE ,ASHEVILLE,NC,USA",NC,TRUCK,BOXTRUCK,5,1364.39,18.39,504.2,761.37,592.37,2017-01-18 03:20 America/New_York,,ASHEVILLE,28804-1912,2017-01-18 14:27 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2235-15728,SECURE RESOURCES_ACCEPTED,CAR-200710,70,CLP.INTEGRATION,2017-01-22 17:38 EST5EDT,15,CLP
CLP.1089584,1089584,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.39,0.16,20349589,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,3892.21,164.05,53.2,119.16,119.16,2017-01-12 15:28 America/New_York,,EAST BEND,27018-8165,2017-01-12 15:28 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,102,CLP.INTEGRATION,2017-01-12 22:01 EST5EDT,21,CLP
CLP.1089694,1089694,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.01,,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,407.74,5.05,15,33.6,33.6,2017-01-13 14:14 America/New_York,,SUMMERFIELD,27358,2017-01-13 15:32 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,43,CLP.INTEGRATION,2017-01-22 16:33 EST5EDT,6,CLP
CLP.1093967,1093967,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.01,20411820,CLOPAY TRUCK,"MAGPIE DOO,HILLSBOROU,NC,USA",NC,TRUCK,BOXTRUCK,3,365.9,5.3,115.8,244.13,247.69,2017-03-20 16:12 America/New_York,,HILLSBOROUGH,27278-9800,2017-03-20 16:12 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2091839-232318,SECURE RESOURCES_ACCEPTED,CAR-200710,15,CLP.INTEGRATION,2017-03-20 17:11 EST5EDT,3,CLP
CLP.1070990,1070990,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.31,0.06,20086215,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,3136.41,59.75,152.8,339.59,339.59,2016-05-04 16:53 America/New_York,,RUTHERFORDTON,28139-8022,2016-05-04 16:53 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,41,CLP.INTEGRATION,2016-05-04 17:49 EST5EDT,17,CLP
CLP.1071210,1071210,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.13,0.02,20089608,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,4,1346.46,17.27,434.4,503.33,503.78,2016-05-09 16:17 America/New_York,,SUMMERFIELD,27358,2016-05-09 16:17 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,63,CLP.INTEGRATION,2016-05-09 17:22 EST5EDT,11,CLP
CLP.1089519,1089519,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.09,0.02,20348302,CLOPAY TRUCK,"TMS CUSTOM,ASHEVILLE,NC,USA",NC,TRUCK,BOXTRUCK,5,850.74,21.19,316.8,553.17,554.07,2017-01-11 16:44 America/New_York,,ASHEVILLE,28806,2017-01-11 16:44 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2187839-285051,SECURE RESOURCES_ACCEPTED,CAR-200710,22,CLP.INTEGRATION,2017-01-12 00:40 EST5EDT,6,CLP
CLP.1071534,1071534,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.24,0.1,20094183,CLOPAY TRUCK,"SJ KINSER ,BASTIAN,VA,USA",VA,TRUCK,BOXTRUCK,4,2394.45,96.72,152.7,322.56,322.56,2016-05-12 17:51 America/New_York,,BASTIAN,24314-4512,2016-05-12 17:51 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2465-5597,SECURE RESOURCES_ACCEPTED,CAR-200710,117,CLP.INTEGRATION,2016-05-12 18:15 EST5EDT,21,CLP
CLP.1089585,1089585,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0,0,20349599,CLOPAY TRUCK,"KEN'S DOOR,DOBSON,NC,USA",NC,TRUCK,BOXTRUCK,2,2.1,0,73.2,163.96,163.96,2017-01-12 15:34 America/New_York,,DOBSON,27017-8583,2017-01-12 15:34 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2464-15681,SECURE RESOURCES_ACCEPTED,CAR-200710,35,CLP.INTEGRATION,2017-01-12 21:56 EST5EDT,8,CLP
CLP.1071530,1071530,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.09,0.02,,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,936.66,21.9,32.9,73.7,73.7,2016-05-12 05:55 America/New_York,,ASHEBORO,27205-0994,2016-05-12 07:31 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,25,CLP.INTEGRATION,2016-05-11 20:55 EST5EDT,7,CLP
CLP.1089987,1089987,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.01,0,20355816,CLOPAY TRUCK,"N2 DOORS,COEBURN,VA,USA",VA,TRUCK,BOXTRUCK,2,99.24,0,214.2,479.8,479.8,2017-01-18 16:24 America/New_York,,COEBURN,24230-5062,2017-01-18 16:24 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1342837-171274,SECURE RESOURCES_ACCEPTED,CAR-200710,11,CLP.INTEGRATION,2017-01-22 17:54 EST5EDT,2,CLP
CLP.1070796,1070796,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.01,,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,6,839.02,7.26,359.5,604.69,601.44,2016-05-03 06:31 America/New_York,,FLETCHER,28732-7400,2016-05-03 15:33 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,103,CLP.INTEGRATION,2016-05-03 17:24 EST5EDT,19,CLP
CLP.1089586,1089586,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.01,20349627,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,428.26,6.31,32.9,73.7,73.7,2017-01-12 15:28 America/New_York,,ASHEBORO,27205-0994,2017-01-12 15:28 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,11,CLP.INTEGRATION,2017-01-12 21:56 EST5EDT,4,CLP
CLP.1071085,1071085,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.2,0.07,20087170,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,2027.94,67.5,53.2,119.16,119.16,2016-05-05 16:26 America/New_York,,EAST BEND,27018-8165,2016-05-05 16:26 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,94,CLP.INTEGRATION,2016-05-05 18:16 EST5EDT,25,CLP
CLP.1089655,1089655,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.14,0.03,20350698,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,4,1411.48,28.43,152.8,339.59,339.59,2017-01-13 16:04 America/New_York,,RUTHERFORDTON,28139-8022,2017-01-13 16:04 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,75,CLP.INTEGRATION,2017-01-22 15:45 EST5EDT,11,CLP
CLP.1119063,1119063,G,/images/icons/system/accepted.gif,/images/icons/system/70_percent.gif,0.75,0.75,,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,5,7485.15,748.25,319.3,779.53,779.06,2018-02-06 16:15 America/New_York,2/6/2018 17:45,FLETCHER,28732-7400,2018-02-07 13:36 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,89,CLP.ADMIN,2018-02-06 16:16 EST5EDT,16,CLP
CLP.1115566,1115566,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.35,0.35,20702471,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,3481.38,348.04,152.8,472.99,472.99,2017-12-15 14:28 America/New_York,,RUTHERFORDTON,28139-8022,2017-12-15 14:28 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,53,CLP.INTEGRATION,2017-12-15 14:42 EST5EDT,10,CLP
CLP.1106234,1106234,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.1,0.01,20575528,RUSH DELIVERIES,"BOLES GARA,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,3,953.44,14.31,191.2,478,520.82,2017-08-22 16:00 America/New_York,,HENDERSONVILLE,28792-5317,2017-08-22 16:00 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2966883-295039,SECURE RESOURCES_ACCEPTED,CAR-7976505,51,CLP.INTEGRATION,2017-08-22 18:30 EST5EDT,7,CLP
CLP.1071086,1071086,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.21,0.02,,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,2132.63,21.52,32.9,73.7,73.7,2016-05-06 05:55 America/New_York,,ASHEBORO,27205-0994,2016-05-06 07:31 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,21,CLP.INTEGRATION,2016-05-05 18:10 EST5EDT,7,CLP
CLP.1119206,1119206,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.49,0.49,,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,4904.37,490.14,53.2,165.98,165.98,2018-02-08 08:56 America/New_York,2/8/2018 10:11,EAST BEND,27018-8165,2018-02-08 12:21 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,83,CLP.ADMIN,2018-02-08 08:57 EST5EDT,12,CLP
CLP.1115623,1115623,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.21,0.21,20703753,RUSH DELIVERIES,"84 LUMBER ,WILMINGTON,NC,USA",NC,TRUCK,BOXTRUCK,3,2106.25,210.58,220.6,551.5,663,2017-12-18 11:16 America/New_York,,WILMINGTON,28405,2017-12-18 11:16 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1006-2193,SECURE RESOURCES_ACCEPTED,CAR-7976505,16,CLP.INTEGRATION,2017-12-18 12:31 EST5EDT,4,CLP
CLP.1105747,1105747,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.12,0.03,20568964,CLOPAY TRUCK,"HALIFAX OV,SCOTTSBURG,VA,USA",VA,TRUCK,BOXTRUCK,3,1235.55,25.78,451.6,745.75,734.02,2017-08-16 17:20 America/New_York,,SCOTTSBURG,24589-3028,2017-08-16 17:20 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1109841-156263,SECURE RESOURCES_ACCEPTED,CAR-200710,28,CLP.INTEGRATION,2017-08-16 17:57 EST5EDT,4,CLP
CLP.1071419,1071419,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.05,0.01,20092466,CLOPAY TRUCK,"BLUE RIDGE,LAKE TOXAW,NC,USA",NC,TRUCK,BOXTRUCK,3,471.3,10.78,227.2,496.16,496.16,2016-05-10 17:42 America/New_York,,LAKE TOXAWAY,28747-9569,2016-05-10 17:42 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-475824-131317,SECURE RESOURCES_ACCEPTED,CAR-200710,49,CLP.INTEGRATION,2016-05-10 19:48 EST5EDT,11,CLP
CLP.1119159,1119159,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.3,0.3,,CLOPAY TRUCK,"LBM ADVANT,LEBANON,VA,USA",VA,TRUCK,BOXTRUCK,5,3028.14,302.63,333.4,823.99,823.99,2018-02-07 15:32 America/New_York,2/7/2018 16:35,LEBANON,24266-4001,2018-02-08 12:56 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2906841-309497,SECURE RESOURCES_ACCEPTED,CAR-200710,84,CLP.ADMIN,2018-02-07 15:32 EST5EDT,12,CLP
CLP.1067669,1067669,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.07,0.02,20041648,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,667.31,15.46,15,33.6,33.6,2016-03-18 17:17 America/New_York,,SUMMERFIELD,27358,2016-03-18 17:17 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,8,CLP.RKILARU,2017-05-08 06:22 EST5EDT,4,CLP
CLP.1119602,1119602,G,/images/icons/system/accepted.gif,/images/icons/system/70_percent.gif,0.69,0.69,20756142,CLOPAY TRUCK,"TMS CUSTOM,ROCKY MOUN,NC,USA",NC,TRUCK,BOXTRUCK,5,6901.32,690.03,333,727.74,780.16,2018-02-12 16:14 America/New_York,,ROCKY MOUNT,27804,2018-02-12 16:14 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2187839-314248,SECURE RESOURCES_ACCEPTED,CAR-200710,40,CLP.INTEGRATION,2018-02-12 17:13 EST5EDT,11,CLP
CLP.1068150,1068150,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.14,0.02,20049117,CLOPAY TRUCK,"HERITAGE G,FRANKLIN,NC,USA",NC,TRUCK,BOXTRUCK,2,1446.1,16.05,239.4,536.26,536.26,2016-03-29 17:12 America/New_York,,FRANKLIN,28734-4009,2016-03-29 17:12 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-6814-287985,SECURE RESOURCES_ACCEPTED,CAR-200710,38,CLP.RKILARU,2017-05-08 06:22 EST5EDT,10,CLP
CLP.1107403,1107403,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.01,20591906,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,367.71,6.84,32.9,90.8,90.8,2017-09-07 16:24 America/New_York,,ASHEBORO,27205-0994,2017-09-07 16:24 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,23,CLP.INTEGRATION,2017-09-07 18:55 EST5EDT,6,CLP
CLP.1107402,1107402,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.01,0,20591867,CLOPAY TRUCK,"KEN'S DOOR,DOBSON,NC,USA",NC,TRUCK,BOXTRUCK,2,70.44,0,73.2,202.04,202.04,2017-09-07 16:26 America/New_York,,DOBSON,27017-8583,2017-09-07 16:26 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2464-15681,SECURE RESOURCES_ACCEPTED,CAR-200710,31,CLP.INTEGRATION,2017-09-07 18:47 EST5EDT,5,CLP
CLP.1106934,1106934,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0,0,20584546,RUSH DELIVERIES,"HALIFAX OV,SCOTTSBURG,VA,USA",VA,TRUCK,BOXTRUCK,2,0.2,0,88.8,222,245.08,2017-08-30 15:27 America/New_York,,SCOTTSBURG,24589-3028,2017-08-30 15:27 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1109841-156263,SECURE RESOURCES_ACCEPTED,CAR-7976505,12,CLP.INTEGRATION,2017-08-30 15:39 EST5EDT,1,CLP
CLP.1119783,1119783,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.06,0.06,20758258,CLOPAY TRUCK,"WESTERN CA,WEAVERVILL,NC,USA",NC,TRUCK,BOXTRUCK,3,591.9,59.18,305.7,763.77,763.15,2018-02-14 14:01 America/New_York,,WEAVERVILLE,28787-9608,2018-02-14 14:01 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-128712-114918,SECURE RESOURCES_ACCEPTED,CAR-200710,5,CLP.INTEGRATION,2018-02-14 15:57 EST5EDT,2,CLP
CLP.1107131,1107131,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.01,0,20587595,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,2,103.61,1.56,150.4,415.1,415.1,2017-09-01 14:07 America/New_York,,RUTHERFORDTON,28139-8022,2017-09-01 14:07 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,35,CLP.INTEGRATION,2017-09-01 14:39 EST5EDT,5,CLP
CLP.1119455,1119455,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.33,0.33,,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,3333.66,333.12,15,46.8,46.8,2018-02-09 13:39 America/New_York,2/9/2018 14:44,SUMMERFIELD,27358,2018-02-09 16:06 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,97,CLP.ADMIN,2018-02-09 13:40 EST5EDT,16,CLP
CLP.1118376,1118376,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.39,0.39,,CLOPAY TRUCK,"SUPERIOR O,SANFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,3920.99,391.88,54.4,169.72,169.72,2018-01-30 04:51 America/New_York,,SANFORD,27330-7765,2018-01-30 08:53 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-32214-24441,SECURE RESOURCES_ACCEPTED,CAR-200710,89,CLP.ADMIN,2018-01-29 14:13 EST5EDT,8,CLP
CLP.1107533,1107533,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.15,0.03,20594300,CLOPAY TRUCK,"GARAGE DOO,SWANNANOA,NC,USA",NC,TRUCK,BOXTRUCK,3,1500.34,30.29,166,454.85,454.85,2017-09-08 15:53 America/New_York,,SWANNANOA,28778-9306,2017-09-08 15:53 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-10891-304085,SECURE RESOURCES_ACCEPTED,CAR-200710,62,CLP.INTEGRATION,2017-09-08 18:34 EST5EDT,18,CLP
CLP.1116027,1116027,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.14,0.14,,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,1356.12,135.5,152.8,472.99,472.99,2017-12-22 04:12 America/New_York,,RUTHERFORDTON,28139-8022,2017-12-22 09:16 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,28,CLP.ADMIN,2017-12-21 16:52 EST5EDT,6,CLP
CLP.1107532,1107532,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.01,20594080,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,2,427.77,7.6,150.4,415.1,415.1,2017-09-08 15:35 America/New_York,,RUTHERFORDTON,28139-8022,2017-09-08 15:35 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,3,CLP.INTEGRATION,2017-09-08 18:00 EST5EDT,3,CLP
CLP.1116026,1116026,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.33,0.33,,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,3319.45,331.75,15,46.8,46.8,2017-12-22 05:38 America/New_York,,SUMMERFIELD,27358,2017-12-22 08:04 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,54,CLP.ADMIN,2017-12-21 16:46 EST5EDT,9,CLP
CLP.1107036,1107036,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.17,0.03,20585994,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,1744.74,32,53.2,146.84,146.84,2017-08-31 14:05 America/New_York,,EAST BEND,27018-8165,2017-08-31 14:05 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,64,CLP.INTEGRATION,2017-08-31 16:14 EST5EDT,16,CLP
CLP.1116461,1116461,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.39,0.39,,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,3919.47,391.81,32.9,102.64,102.64,2018-01-05 05:18 America/New_York,,ASHEBORO,27205-0994,2018-01-05 08:08 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,59,CLP.ADMIN,2018-01-04 16:43 EST5EDT,16,CLP
CLP.1107129,1107129,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.01,20587542,CLOPAY TRUCK,"GARAGE DOO,MORGANTON,NC,USA",NC,TRUCK,BOXTRUCK,2,786.54,11.75,119.9,330.92,330.92,2017-09-01 14:08 America/New_York,,MORGANTON,28655-4166,2017-09-01 14:08 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-10891-9425,SECURE RESOURCES_ACCEPTED,CAR-200710,41,CLP.INTEGRATION,2017-09-01 14:43 EST5EDT,15,CLP
CLP.1118846,1118846,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.37,0.37,20747668,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,3678.58,367.64,15,46.8,46.8,2018-02-02 16:02 America/New_York,,SUMMERFIELD,27358,2018-02-02 16:02 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,80,CLP.INTEGRATION,2018-02-02 17:51 EST5EDT,12,CLP
CLP.1116029,1116029,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.2,0.2,20710043,RUSH DELIVERIES,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,1981.89,198.17,32.9,200,102.64,2017-12-21 17:00 America/New_York,,ASHEBORO,27205-0994,2017-12-21 17:00 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-7976505,10,CLP.INTEGRATION,2017-12-21 18:05 EST5EDT,7,CLP
CLP.1119450,1119450,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.51,0.51,20754099,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,4,5106.2,509.26,152.8,472.99,472.99,2018-02-09 13:05 America/New_York,,RUTHERFORDTON,28139-8022,2018-02-09 13:05 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,96,CLP.INTEGRATION,2018-02-09 13:36 EST5EDT,14,CLP
CLP.1115926,1115926,G,/images/icons/system/accepted.gif,/images/icons/system/60_percent.gif,0.58,0.58,,CLOPAY TRUCK,"HERITAGE G,FRANKLIN,NC,USA",NC,TRUCK,BOXTRUCK,3,5847.2,584.58,239.7,747.39,747.39,2017-12-21 03:05 America/New_York,,FRANKLIN,28734-4009,2017-12-21 10:25 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-6814-287985,SECURE RESOURCES_ACCEPTED,CAR-200710,79,CLP.ADMIN,2017-12-20 17:49 EST5EDT,13,CLP
CLP.1119795,1119795,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.1,0.1,20758772,RUSH DELIVERIES,"HALIFAX OV,SCOTTSBURG,VA,USA",VA,TRUCK,BOXTRUCK,3,1003.76,100.28,91.3,228.25,280.96,2018-02-14 16:21 America/New_York,,SCOTTSBURG,24589-3028,2018-02-14 16:21 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1109841-156263,SECURE RESOURCES_ACCEPTED,CAR-7976505,31,CLP.KYOUNG,2018-02-26 16:14 EST5EDT,4,CLP
CLP.1115924,1115924,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.08,20708468,RUSH DELIVERIES,"BOLES GARA,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,3,811.42,81.1,186.2,465.5,580.94,2017-12-20 17:46 America/New_York,,HENDERSONVILLE,28792-5317,2017-12-20 17:46 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2966883-295039,SECURE RESOURCES_ACCEPTED,CAR-7976505,23,CLP.INTEGRATION,2017-12-20 19:44 EST5EDT,3,CLP
CLP.1118832,1118832,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.45,0.45,20747250,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,4511.96,451.07,152.8,472.99,472.99,2018-02-02 14:57 America/New_York,,RUTHERFORDTON,28139-8022,2018-02-02 14:57 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,63,CLP.INTEGRATION,2018-02-02 15:48 EST5EDT,11,CLP
