PK,Shipment ID,Indicator,Sent to EBS,Utilization,Weight Utilization,Volume Utilization,EBS Trip,Service Provider Name,Destination Location Name,State,Mode,Equipment,Stops,Total Gross Weight,Total Gross Volume,Loaded Distance,Total Actual Cost,Planned Cost,Start Time,Pull Target Time,City,Destination Postal Code,End Time,Source Location ID,Source Location Name,Destination Location ID,Status,Service Provider ID,Total Ship Unit Count,Update User,Last Update Time,Number of Order Releases,Domain Name
CLP.1073320,1073320,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.11,0.03,,CLOPAY TRUCK,"HOME DEPOT,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,6,1148.75,27.55,354,605.02,629.22,2016-06-08 03:42 America/New_York,,HENDERSONVILLE,28792-5317,2016-06-08 12:58 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1007-295039,SECURE RESOURCES_ACCEPTED,CAR-200710,76,CLP.INTEGRATION,2016-06-07 16:40 EST5EDT,14,CLP
CLP.1117643,1117643,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.53,0.53,,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,5324.8,532.33,53.2,165.98,165.98,2018-01-19 04:47 America/New_York,,EAST BEND,27018-8165,2018-01-19 08:16 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,57,CLP.ADMIN,2018-01-18 16:46 EST5EDT,15,CLP
CLP.1105110,1105110,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0,0,20559095,RUSH DELIVERIES,"HOME DEPOT,CARY,NC,USA",NC,TRUCK,BOXTRUCK,2,0,0,72.5,200,200.1,2017-08-08 12:08 America/New_York,,CARY,27518-9205,2017-08-08 12:08 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1007-2417,SECURE RESOURCES_ACCEPTED,CAR-7976505,1,CLP.INTEGRATION,2017-08-08 13:57 EST5EDT,1,CLP
CLP.1096761,1096761,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.16,0.02,20446454,CLOPAY TRUCK,"HOME DEPOT,CARY,NC,USA",NC,TRUCK,BOXTRUCK,4,1583.29,20.11,362.8,674.72,675.8,2017-04-24 15:56 America/New_York,,CARY,27518-9205,2017-04-24 15:56 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1007-2417,SECURE RESOURCES_ACCEPTED,CAR-200710,8,CLP.INTEGRATION,2017-04-24 17:28 EST5EDT,7,CLP
CLP.1073495,1073495,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.11,0.01,,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,1062.13,7.56,32.9,73.7,73.7,2016-06-09 10:39 America/New_York,,ASHEBORO,27205-0994,2016-06-09 12:13 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,55,CLP.INTEGRATION,2016-06-09 19:29 EST5EDT,9,CLP
CLP.1117642,1117642,G,/images/icons/system/accepted.gif,/images/icons/system/80_percent.gif,0.77,0.78,20731693,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,7749.44,779.67,53.2,165.98,165.98,2018-01-18 16:50 America/New_York,,EAST BEND,27018-8165,2018-01-18 16:50 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,68,CLP.INTEGRATION,2018-01-18 18:40 EST5EDT,16,CLP
CLP.1104222,1104222,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.24,0.04,20548689,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,2393.57,41.73,152.8,418.41,418.41,2017-07-28 15:09 America/New_York,,RUTHERFORDTON,28139-8022,2017-07-28 15:09 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,25,CLP.INTEGRATION,2017-07-28 16:45 EST5EDT,8,CLP
CLP.1096452,1096452,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.01,0,20442048,CLOPAY TRUCK,"INDEPENDEN,LEBANON,VA,USA",VA,TRUCK,BOXTRUCK,3,121.74,2.84,256,698.74,698.74,2017-04-19 16:27 America/New_York,,LEBANON,24266-0518,2017-04-19 16:27 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-42150-36654,SECURE RESOURCES_ACCEPTED,CAR-200710,5,CLP.INTEGRATION,2017-04-19 16:48 EST5EDT,2,CLP
CLP.1117086,1117086,G,/images/icons/system/accepted.gif,/images/icons/system/100_percent.gif,0.98,0.98,,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,9816.75,981.48,53.2,165.98,165.98,2018-01-12 04:20 America/New_York,,EAST BEND,27018-8165,2018-01-12 08:43 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,83,CLP.ADMIN,2018-01-11 14:35 EST5EDT,15,CLP
CLP.1104804,1104804,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.22,0.07,20555130,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,2223.77,73.44,32.9,90.8,90.8,2017-08-03 15:48 America/New_York,,ASHEBORO,27205-0994,2017-08-03 15:48 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,20,CLP.INTEGRATION,2017-08-03 15:56 EST5EDT,11,CLP
CLP.1095547,1095547,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.09,0.02,20428802,CLOPAY TRUCK,"TMS CUSTOM,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,3,882.36,15.26,337.8,818.56,818.71,2017-04-05 18:02 America/New_York,,HENDERSONVILLE,28739,2017-04-05 18:02 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2187839-304834,SECURE RESOURCES_ACCEPTED,CAR-200710,6,CLP.INTEGRATION,2017-04-05 19:50 EST5EDT,2,CLP
CLP.1117965,1117965,G,/images/icons/system/accepted.gif,/images/icons/system/70_percent.gif,0.68,0.68,,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,5,6815.09,681.18,206.5,603.56,596.39,2018-01-24 03:00 America/New_York,,FLETCHER,28732-7400,2018-01-24 11:30 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,157,CLP.ADMIN,2018-01-23 13:02 EST5EDT,21,CLP
CLP.1116556,1116556,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.33,0.33,,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,3338.5,333.67,15,46.8,46.8,2018-01-08 05:37 America/New_York,,SUMMERFIELD,27358,2018-01-08 08:05 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,65,CLP.INTEGRATION,2018-01-05 17:41 EST5EDT,10,CLP
CLP.1075729,1075729,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.18,0.02,,CLOPAY TRUCK,"BLUE RIDGE,LAKE TOXAW,NC,USA",NC,TRUCK,BOXTRUCK,6,1835.27,20.71,427.9,720.95,689.36,2016-07-12 03:17 America/New_York,,LAKE TOXAWAY,28747-9569,2016-07-12 14:06 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-475824-131317,SECURE RESOURCES_ACCEPTED,CAR-200710,137,CLP.INTEGRATION,2016-07-11 18:12 EST5EDT,21,CLP
CLP.1118266,1118266,G,/images/icons/system/accepted.gif,/images/icons/system/60_percent.gif,0.62,0.62,,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,6223.81,622.19,152.8,472.99,472.99,2018-01-29 03:43 America/New_York,,RUTHERFORDTON,28139-8022,2018-01-29 09:45 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,90,CLP.ADMIN,2018-01-26 13:33 EST5EDT,18,CLP
CLP.1116553,1116553,G,/images/icons/system/accepted.gif,/images/icons/system/70_percent.gif,0.67,0.67,,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,6669.77,666.65,152.8,472.99,472.99,2018-01-08 03:40 America/New_York,,RUTHERFORDTON,28139-8022,2018-01-08 09:48 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,129,CLP.ADMIN,2018-01-05 16:18 EST5EDT,16,CLP
CLP.1076204,1076204,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0,0,20158793,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,0.2,0,32.9,73.7,73.7,2016-07-14 17:55 America/New_York,,ASHEBORO,27205-0994,2016-07-14 17:55 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,8,CLP.INTEGRATION,2016-07-14 18:56 EST5EDT,2,CLP
CLP.1117840,1117840,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.31,0.31,,CLOPAY TRUCK,"PRO-TEC DO,HAMPSTEAD,NC,USA",NC,TRUCK,BOXTRUCK,2,3088.99,308.84,209,652.08,652.08,2018-01-23 02:35 America/New_York,,HAMPSTEAD,28443-3303,2018-01-23 08:03 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2544-5671,SECURE RESOURCES_ACCEPTED,CAR-200710,27,CLP.ADMIN,2018-01-22 14:17 EST5EDT,8,CLP
CLP.1115083,1115083,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.08,20695719,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,2,771.82,77.14,150.4,469.24,469.24,2017-12-11 09:31 America/New_York,,RUTHERFORDTON,28139-8022,2017-12-11 09:31 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,19,CLP.INTEGRATION,2017-12-11 10:43 EST5EDT,4,CLP
CLP.1073625,1073625,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.02,0,,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,231.68,1.79,152.8,339.59,339.59,2016-06-13 04:35 America/New_York,,RUTHERFORDTON,28139-8022,2016-06-13 08:38 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,80,CLP.INTEGRATION,2016-06-10 16:42 EST5EDT,8,CLP
CLP.1118537,1118537,G,/images/icons/system/accepted.gif,/images/icons/system/60_percent.gif,0.57,0.57,,CLOPAY TRUCK,"HOME DEPOT,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,5,5666.66,566.29,322.8,794.04,801.52,2018-01-30 17:35 America/New_York,,HENDERSONVILLE,28792-5317,2018-02-01 10:15 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1007-295039,SECURE RESOURCES_ACCEPTED,CAR-200710,127,CLP.ADMIN,2018-01-30 17:36 EST5EDT,22,CLP
CLP.1118151,1118151,G,/images/icons/system/accepted.gif,/images/icons/system/70_percent.gif,0.71,0.71,,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,7095.62,713.37,53.2,165.98,165.98,2018-01-25 11:44 America/New_York,,EAST BEND,27018-8165,2018-01-25 15:35 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,99,CLP.ADMIN,2018-01-25 11:46 EST5EDT,23,CLP
CLP.1096640,1096640,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.21,0.04,20444311,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,2095.99,35.86,152.8,469.96,469.96,2017-04-21 13:00 America/New_York,,RUTHERFORDTON,28139-8022,2017-04-21 13:00 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,72,CLP.INTEGRATION,2017-04-21 13:33 EST5EDT,16,CLP
CLP.1073141,1073141,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.01,0,,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,114.49,3.4,15,33.6,33.6,2016-06-03 14:23 America/New_York,,SUMMERFIELD,27358,2016-06-03 15:40 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,63,CLP.INTEGRATION,2016-06-03 15:33 EST5EDT,7,CLP
CLP.1121133,1121133,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.3,0.3,,CLOPAY TRUCK,"BLUE RIDGE,LAKE TOXAW,NC,USA",NC,TRUCK,BOXTRUCK,6,4737.08,473.47,337.8,863.62,850.2,2018-02-27 16:00 America/New_York,2/27/2018 17:14,LAKE TOXAWAY,28747-9569,2018-02-28 14:39 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-475824-131317,SECURE RESOURCES_ACCEPTED,CAR-200710,95,CLP.ADMIN,2018-02-27 16:02 EST5EDT,17,CLP
CLP.1114725,1114725,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.26,0.26,20691213,CLOPAY TRUCK,"HOME TOWN ,DAMASCUS,VA,USA",VA,TRUCK,BOXTRUCK,4,2621.03,262.09,267.4,702,711.83,2017-12-06 13:54 America/New_York,,DAMASCUS,24236,2017-12-06 13:54 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-531832-162437,SECURE RESOURCES_ACCEPTED,CAR-200710,6,CLP.INTEGRATION,2017-12-06 14:51 EST5EDT,5,CLP
CLP.1096336,1096336,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.1,0.01,20440585,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,7,1026.45,10.93,357,832.97,834.05,2017-04-19 07:00 America/New_York,,FLETCHER,28732-7400,2017-04-19 07:00 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,104,CLP.INTEGRATION,2017-04-19 08:40 EST5EDT,20,CLP
CLP.1120891,1120891,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.33,0.33,20768166,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,3327.66,332.56,15,46.8,46.8,2018-02-23 16:00 America/New_York,,SUMMERFIELD,27358,2018-02-23 16:00 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,104,CLP.INTEGRATION,2018-02-23 17:55 EST5EDT,12,CLP
CLP.1114966,1114966,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.11,0.11,20694599,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,1129.08,112.8,15,46.8,46.8,2017-12-08 15:13 America/New_York,,SUMMERFIELD,27358,2017-12-08 15:13 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,32,CLP.INTEGRATION,2017-12-08 15:52 EST5EDT,5,CLP
CLP.1121013,1121013,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.1,0.1,20769350,CLOPAY TRUCK,"TMS CUSTOM,RALEIGH,NC,USA",NC,TRUCK,BOXTRUCK,3,1550.71,155.06,74,235.56,235.56,2018-02-26 15:48 America/New_York,,RALEIGH,27616,2018-02-26 15:48 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2187839-252450,SECURE RESOURCES_ACCEPTED,CAR-200710,2,CLP.INTEGRATION,2018-02-26 16:32 EST5EDT,2,CLP
CLP.1115137,1115137,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.34,0.34,20696404,CLOPAY TRUCK,"KEN'S DOOR,DOBSON,NC,USA",NC,TRUCK,BOXTRUCK,2,3384.95,338.43,73.2,228.38,228.38,2017-12-11 16:05 America/New_York,,DOBSON,27017-8583,2017-12-11 16:05 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2464-15681,SECURE RESOURCES_ACCEPTED,CAR-200710,21,CLP.INTEGRATION,2017-12-11 16:51 EST5EDT,6,CLP
CLP.1106540,1106540,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.15,0.02,20578149,CLOPAY TRUCK,"HOME DEPOT,WINSTON SA,NC,USA",NC,TRUCK,BOXTRUCK,3,1503.44,20.65,74.5,150.42,150.7,2017-08-24 13:37 America/New_York,,WINSTON SALEM,27105-1378,2017-08-24 13:37 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1007-27746,SECURE RESOURCES_ACCEPTED,CAR-200710,132,CLP.INTEGRATION,2017-08-24 15:24 EST5EDT,22,CLP
CLP.1120308,1120308,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.44,0.44,,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,6,4392.89,439.06,358.8,841.15,857.53,2018-02-20 16:26 America/New_York,2/20/2018 17:38,FLETCHER,28732-7400,2018-02-22 11:18 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,111,CLP.ADMIN,2018-02-20 16:27 EST5EDT,16,CLP
CLP.1105657,1105657,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.12,0.01,20568015,CLOPAY TRUCK,"BOLES GARA,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,3,1162.52,11.4,322.5,702.01,702.28,2017-08-15 16:57 America/New_York,,HENDERSONVILLE,28792-5317,2017-08-15 16:57 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2966883-295039,SECURE RESOURCES_ACCEPTED,CAR-200710,106,CLP.INTEGRATION,2017-08-15 17:29 EST5EDT,14,CLP
CLP.1106232,1106232,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.15,0.03,20575351,CLOPAY TRUCK,"BLUE RIDGE,LAKE TOXAW,NC,USA",NC,TRUCK,BOXTRUCK,5,1490.2,26.34,303.1,716.08,730.02,2017-08-22 15:50 America/New_York,,LAKE TOXAWAY,28747-9569,2017-08-22 15:50 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-475824-131317,SECURE RESOURCES_ACCEPTED,CAR-200710,74,CLP.INTEGRATION,2017-08-22 18:35 EST5EDT,18,CLP
CLP.1096040,1096040,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.24,0.05,20435846,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,2430.72,45.49,53.2,164.92,164.92,2017-04-13 16:14 America/New_York,,EAST BEND,27018-8165,2017-04-13 16:14 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,64,CLP.INTEGRATION,2017-04-13 18:12 EST5EDT,19,CLP
CLP.1104718,1104718,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.12,0.02,20553887,CLOPAY TRUCK,"84 LUMBER ,FAYETTEVIL,NC,USA",NC,TRUCK,BOXTRUCK,4,1221.94,18.83,324.4,574.08,573.94,2017-08-02 17:14 America/New_York,,FAYETTEVILLE,28301,2017-08-02 17:14 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1006-2076,SECURE RESOURCES_ACCEPTED,CAR-200710,13,CLP.INTEGRATION,2017-08-02 17:32 EST5EDT,8,CLP
CLP.1095650,1095650,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.17,0.03,20430161,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,1706.72,29.46,53.2,164.92,164.92,2017-04-07 07:09 America/New_York,,EAST BEND,27018-8165,2017-04-07 07:09 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,102,CLP.INTEGRATION,2017-04-07 09:01 EST5EDT,26,CLP
CLP.1120042,1120042,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.48,0.48,,CLOPAY TRUCK,"GARAGE DOO,SWANNANOA,NC,USA",NC,TRUCK,BOXTRUCK,3,4756.82,475.45,166,514.18,514.18,2018-02-16 11:40 America/New_York,2/16/2018 12:53,SWANNANOA,28778-9306,2018-02-19 07:47 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-10891-304085,SECURE RESOURCES_ACCEPTED,CAR-200710,87,CLP.ADMIN,2018-02-16 11:41 EST5EDT,19,CLP
CLP.1104223,1104223,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.13,0.01,20548702,CLOPAY TRUCK,"ORIGINAL T,SUMMERFIEL,NC,USA",NC,TRUCK,BOXTRUCK,2,1307.54,10.78,15,41.4,41.4,2017-07-28 15:12 America/New_York,,SUMMERFIELD,27358,2017-07-28 15:12 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-40555-279965,SECURE RESOURCES_ACCEPTED,CAR-200710,77,CLP.INTEGRATION,2017-07-28 16:45 EST5EDT,7,CLP
CLP.1097397,1097397,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.01,20455366,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,6,811.01,13.41,347.8,728.91,742.71,2017-05-02 15:44 America/New_York,,FLETCHER,28732-7400,2017-05-02 15:44 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,88,CLP.INTEGRATION,2017-05-02 17:43 EST5EDT,18,CLP
CLP.1121009,1121009,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.45,0.45,20769256,CLOPAY TRUCK,"BALLARD DO,CONOVER,NC,USA",NC,TRUCK,BOXTRUCK,3,7237.53,723.75,98,298.58,298.58,2018-02-26 15:34 America/New_York,,CONOVER,28613-9664,2018-02-26 15:34 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2223-5370,SECURE RESOURCES_ACCEPTED,CAR-200710,5,CLP.INTEGRATION,2018-02-26 16:31 EST5EDT,3,CLP
CLP.1104433,1104433,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.1,0.02,,CLOPAY TRUCK,"THE CAROLI,FLETCHER,NC,USA",NC,TRUCK,BOXTRUCK,7,1027.3,17.96,359.1,744.51,759,2017-08-02 05:57 America/New_York,,FLETCHER,28732-7400,2017-08-03 07:45 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-176756-117485,SECURE RESOURCES_ACCEPTED,CAR-200710,120,CLP.ADMIN,2017-08-01 16:03 EST5EDT,28,CLP
CLP.1095433,1095433,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.24,0.04,20427118,CLOPAY TRUCK,"BOLES GARA,HENDERSONV,NC,USA",NC,TRUCK,BOXTRUCK,6,2445.42,42.33,327.8,796.7,804.14,2017-04-04 16:53 America/New_York,,HENDERSONVILLE,28792-5317,2017-04-04 16:53 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-2966883-295039,SECURE RESOURCES_ACCEPTED,CAR-200710,113,CLP.INTEGRATION,2017-04-04 17:30 EST5EDT,16,CLP
CLP.1079916,1079916,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.02,,CLOPAY TRUCK,"HOME DEPOT,WINSTON SA,NC,USA",NC,TRUCK,BOXTRUCK,3,373.16,15.64,74.1,121.97,122.19,2016-08-31 12:28 America/New_York,,WINSTON SALEM,27103-1309,2016-08-31 15:27 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1007-2411,SECURE RESOURCES_ACCEPTED,CAR-200710,87,CLP.INTEGRATION,2016-08-31 16:43 EST5EDT,13,CLP
CLP.1080404,1080404,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.12,0.02,,CLOPAY TRUCK,"MARVIN'S G,EAST BEND,NC,USA",NC,TRUCK,BOXTRUCK,2,1163.65,17.18,53.2,119.16,119.16,2016-09-08 12:32 America/New_York,,EAST BEND,27018-8165,2016-09-08 14:30 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1440-4651,SECURE RESOURCES_ACCEPTED,CAR-200710,73,CLP.INTEGRATION,2016-09-08 17:20 EST5EDT,18,CLP
CLP.1080126,1080126,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.26,0.02,,CLOPAY TRUCK,"RUTHERFORD,RUTHERFORD,NC,USA",NC,TRUCK,BOXTRUCK,3,2634.45,21.64,152.8,339.59,339.59,2016-09-02 11:36 America/New_York,,RUTHERFORDTON,28139-8022,2016-09-02 15:42 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-7353-7908,SECURE RESOURCES_ACCEPTED,CAR-200710,35,CLP.INTEGRATION,2016-09-02 19:12 EST5EDT,9,CLP
CLP.1080437,1080437,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.01,,CLOPAY TRUCK,"FIVE STAR ,ASHEBORO,NC,USA",NC,TRUCK,BOXTRUCK,2,434.72,14.89,32.9,73.7,73.7,2016-09-09 05:55 America/New_York,,ASHEBORO,27205-0994,2016-09-09 07:31 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-1159-4283,SECURE RESOURCES_ACCEPTED,CAR-200710,43,CLP.INTEGRATION,2016-09-08 17:20 EST5EDT,9,CLP
CLP.1080254,1080254,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.13,0.02,20214541,CLOPAY TRUCK,"INDEPENDEN,LEBANON,VA,USA",VA,TRUCK,BOXTRUCK,4,1291.62,15.76,224.4,469.51,469.51,2016-09-07 16:33 America/New_York,,LEBANON,24266-0518,2016-09-07 16:33 America/New_York,ORG-1790-45525,BPC - GREENSBORO DC,CUS-42150-36654,SECURE RESOURCES_ACCEPTED,CAR-200710,75,CLP.INTEGRATION,2016-09-07 18:45 EST5EDT,12,CLP
