PK,Shipment ID,Indicator,Sent to EBS,Utilization,Weight Utilization,Volume Utilization,EBS Trip,Service Provider Name,Destination Location Name,State,Mode,Equipment,Stops,Total Gross Weight,Total Gross Volume,Loaded Distance,Total Actual Cost,Planned Cost,Start Time,Pull Target Time,City,Destination Postal Code,End Time,Source Location ID,Source Location Name,Destination Location ID,Status,Service Provider ID,Total Ship Unit Count,Update User,Last Update Time,Number of Order Releases,Domain Name
CLP.1117098,1117098,G,/images/icons/system/accepted.gif,/images/icons/system/50_percent.gif,0.53,0.53,,CLOPAY TRUCK,"GARAGE DOO,MC KENZIE,TN,USA",TN,TRUCK,BOXTRUCK,3,5319.31,531.8,133,458.09,458.09,2018-01-11 03:54 America/Chicago,,MC KENZIE,38201-5325,2018-01-12 09:43 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-52956-47293,SECURE RESOURCES_ACCEPTED,CAR-200710,47,CLP.NBROOKS,2018-01-11 15:39 EST5EDT,9,CLP
CLP.1085359,1085359,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.01,20289782,CLOPAY TRUCK,"WELLS OVER,PARAGOULD,AR,USA",AR,TRUCK,BOXTRUCK,3,783.3,13.1,224,480.1,481.13,2016-11-11 14:34 America/Chicago,,PARAGOULD,72450-9730,2016-11-11 14:34 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-2944859-292103,SECURE RESOURCES_ACCEPTED,CAR-200710,54,CLP.INTEGRATION,2016-11-11 17:35 EST5EDT,9,CLP
CLP.1118943,1118943,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.37,0.37,20748763,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,2,3726.18,372.5,120.3,457.14,457.14,2018-02-05 12:37 America/Chicago,,SEARCY,72143-6914,2018-02-05 12:37 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,60,CLP.INTEGRATION,2018-02-05 14:03 EST5EDT,8,CLP
CLP.1085143,1085143,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.02,0,20286519,CLOPAY TRUCK,"DEANS OVER,NEWBERN,TN,USA",TN,TRUCK,BOXTRUCK,4,160.37,3.6,134.7,323.84,323.84,2016-11-09 12:49 America/Chicago,,NEWBERN,38059-1240,2016-11-09 12:49 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-37734-29614,SECURE RESOURCES_ACCEPTED,CAR-200710,14,CLP.INTEGRATION,2016-11-09 14:32 EST5EDT,4,CLP
CLP.1119175,1119175,G,/images/icons/system/accepted.gif,/images/icons/system/60_percent.gif,0.57,0.57,,CLOPAY TRUCK,"DOORS & MO,LEXINGTON,TN,USA",TN,TRUCK,BOXTRUCK,3,5686.43,568.44,144.6,457.14,458.09,2018-02-07 17:30 America/Chicago,2/7/2018 19:49,LEXINGTON,38351-7345,2018-02-08 09:46 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-67554-303503,SECURE RESOURCES_ACCEPTED,CAR-200710,72,CLP.ADMIN,2018-02-07 18:31 EST5EDT,10,CLP
CLP.1086714,1086714,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.02,,CLOPAY TRUCK,"CLASSIC DO,CLEVELAND,MS,USA",MS,TRUCK,BOXTRUCK,5,753.77,16.53,214.5,504.95,504.79,2016-12-01 06:28 America/Chicago,,CLEVELAND,38732-3205,2016-12-02 07:30 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-30273-22944,SECURE RESOURCES_ACCEPTED,CAR-200710,30,CLP.INTEGRATION,2016-12-01 12:45 EST5EDT,8,CLP
CLP.1119785,1119785,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.34,0.34,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,5,3377.88,337.64,285.5,865.83,847.78,2018-02-14 13:00 America/Chicago,2/14/2018 15:05,GREENVILLE,38701-7737,2018-02-15 12:27 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,49,CLP.ADMIN,2018-02-14 14:01 EST5EDT,10,CLP
CLP.1119327,1119327,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.14,0.14,20752767,CLOPAY TRUCK,"CLASSIC DO,CLEVELAND,MS,USA",MS,TRUCK,BOXTRUCK,3,1398.41,139.72,279.1,775.39,775.39,2018-02-08 13:36 America/Chicago,,CLEVELAND,38732-3205,2018-02-08 13:36 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-30273-22944,SECURE RESOURCES_ACCEPTED,CAR-200710,28,CLP.INTEGRATION,2018-02-08 15:13 EST5EDT,4,CLP
CLP.1121282,1121282,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.17,0.17,,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,3,5491.92,549.08,175,561.07,561.07,2018-02-28 15:05 America/Chicago,2/28/2018 17:23,SEARCY,72143-6914,2018-03-01 10:30 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,51,CLP.NBROOKS,2018-02-28 16:15 EST5EDT,7,CLP
CLP.1119480,1119480,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.45,0.45,,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,4,4478.79,447.75,273,747.27,747.27,2018-02-10 14:12 America/Chicago,2/12/2018 2:11,SEARCY,72143-6914,2018-02-12 13:01 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,57,CLP.ADMIN,2018-02-10 15:14 EST5EDT,13,CLP
CLP.1085854,1085854,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.17,0.02,20296705,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,4,1734.67,21.42,312.6,709.71,669.59,2016-11-18 09:21 America/Chicago,,GREENVILLE,38701-7737,2016-11-18 09:21 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,40,CLP.INTEGRATION,2016-11-18 10:45 EST5EDT,8,CLP
CLP.1121389,1121389,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.04,0.04,20773246,CLOPAY TRUCK,"GARAGE DOO,MC KENZIE,TN,USA",TN,TRUCK,BOXTRUCK,3,1226.82,122.64,121.3,435.86,435.86,2018-03-01 13:36 America/Chicago,,MC KENZIE,38201-5325,2018-03-01 13:36 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-52956-47293,SECURE RESOURCES_ACCEPTED,CAR-200710,17,CLP.INTEGRATION,2018-03-01 22:18 EST5EDT,4,CLP
CLP.1067993,1067993,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.06,0.01,,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,2,612.51,5.06,120.3,353.68,353.68,2016-03-24 10:17 America/Chicago,,SEARCY,72143-6914,2016-03-24 13:19 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,72,CLP.INTEGRATION,2016-03-24 12:33 EST5EDT,6,CLP
CLP.1067561,1067561,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.05,0,,CLOPAY TRUCK,"HOME DEPOT,MOUNTAIN H,AR,USA",AR,TRUCK,BOXTRUCK,5,524.94,2.24,305.1,771.46,771.46,2016-03-17 04:19 America/Chicago,,MOUNTAIN HOME,72653-9082,2016-03-18 12:21 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1007-43789,SECURE RESOURCES_ACCEPTED,CAR-200710,97,CLP.INTEGRATION,2016-03-17 16:40 EST5EDT,12,CLP
CLP.1084814,1084814,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.03,0,20281817,CLOPAY TRUCK,"CINTAS MAN,GREAT RIVE,NY,USA",NY,TRUCK,BOXTRUCK,4,263.36,1.39,1399.5,3734.97,3734.97,2016-11-04 12:41 America/Chicago,,GREAT RIVER,11739-1001,2016-11-04 13:41 America/New_York,ORG-1796-51803,BPC - MEMPHIS DC,CUS-24100-111840,SECURE RESOURCES_ACCEPTED,CAR-200710,61,CLP.INTEGRATION,2016-11-04 15:28 EST5EDT,9,CLP
CLP.1067887,1067887,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.01,20044845,CLOPAY TRUCK,"HOME DEPOT,MEMPHIS,TN,USA",TN,TRUCK,BOXTRUCK,6,769.76,6.49,295.8,441.3,442.47,2016-03-23 10:27 America/Chicago,,MEMPHIS,38133-5300,2016-03-23 10:27 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1007-14281,SECURE RESOURCES_ACCEPTED,CAR-200710,36,CLP.RKILARU,2017-05-08 06:18 EST5EDT,6,CLP
CLP.1068313,1068313,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.05,0.02,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,542.93,15.02,170.8,501.27,501.27,2016-03-30 11:10 America/Chicago,,GREENVILLE,38701-7737,2016-03-30 15:21 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,64,CLP.INTEGRATION,2016-03-30 14:15 EST5EDT,10,CLP
CLP.1067350,1067350,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.11,0.01,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,4,1099.57,10.82,209.9,558.74,558.74,2016-03-15 04:54 America/Chicago,,GREENVILLE,38701-7737,2016-03-16 10:15 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,99,CLP.INTEGRATION,2016-03-15 15:55 EST5EDT,16,CLP
CLP.1071181,1071181,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.06,0,,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,3,635.09,2.36,167.1,422.48,422.48,2016-05-06 05:16 America/Chicago,,SEARCY,72143-6914,2016-05-09 07:30 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,142,CLP.INTEGRATION,2016-05-06 14:29 EST5EDT,13,CLP
CLP.1071596,1071596,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.07,0.01,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,662.39,7.17,170.8,501.27,501.27,2016-05-12 10:06 America/Chicago,,GREENVILLE,38701-7737,2016-05-12 14:18 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,78,CLP.INTEGRATION,2016-05-16 12:19 EST5EDT,7,CLP
CLP.1089070,1089070,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.05,0.01,20342313,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,2,473.03,6.47,170.2,500.38,500.38,2017-01-05 10:57 America/Chicago,,GREENVILLE,38701-7737,2017-01-05 10:57 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,22,CLP.INTEGRATION,2017-01-06 07:46 EST5EDT,4,CLP
CLP.1088382,1088382,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.06,0.01,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,4,554.64,5.2,172.1,503.18,503.18,2016-12-22 06:29 America/Chicago,,GREENVILLE,38701-7737,2016-12-22 11:08 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,75,CLP.INTEGRATION,2016-12-23 02:19 EST5EDT,13,CLP
CLP.1088806,1088806,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.02,0,20337632,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,4,238.79,0,247.7,540.96,549.34,2016-12-29 14:03 America/Chicago,,SEARCY,72143-6914,2016-12-29 14:03 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,51,CLP.INTEGRATION,2016-12-30 15:49 EST5EDT,5,CLP
CLP.1061414,1061414,G,/images/icons/system/accepted.gif,/images/icons/system/40_percent.gif,0.4,0.05,19945360,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,3992.78,46.61,170.8,702.46,702.46,2015-12-10 14:28 America/Chicago,,GREENVILLE,38701-7737,2015-12-11 08:46 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,46,CLP.INTEGRATION,2015-12-10 17:28 EST5EDT,12,CLP
CLP.1089189,1089189,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.02,0,,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,2,207.05,4.26,120.3,353.68,353.68,2017-01-06 10:40 America/Chicago,,SEARCY,72143-6914,2017-01-06 13:38 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,71,CLP.INTEGRATION,2017-01-11 03:56 EST5EDT,8,CLP
CLP.1061546,1061546,G,,/images/icons/system/20_percent.gif,0.19,0.02,19947299,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,5,1879.89,15.44,301.4,868.7,820.7,2015-12-11 15:11 America/Chicago,,SEARCY,72143-6914,2015-12-14 13:08 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,111,CLP.INTEGRATION,2015-12-11 17:51 EST5EDT,13,CLP
CLP.1088495,1088495,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.18,0.02,20332959,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,4,1823.93,19.42,205.5,478.92,478.92,2016-12-22 13:39 America/Chicago,,SEARCY,72143-6914,2016-12-22 13:39 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,66,CLP.INTEGRATION,2016-12-23 02:35 EST5EDT,11,CLP
CLP.1060833,1060833,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.2,0.02,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,6,1962.04,17.37,314.8,999.1,1007.75,2015-12-03 04:37 America/Chicago,,GREENVILLE,38701-7737,2015-12-04 13:00 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,55,CLP.INTEGRATION,2015-12-03 17:34 EST5EDT,15,CLP
CLP.1089583,1089583,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0,0,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,41.09,0,170.8,501.27,501.27,2017-01-12 11:42 America/Chicago,,GREENVILLE,38701-7737,2017-01-12 15:52 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,57,CLP.INTEGRATION,2017-01-12 21:55 EST5EDT,10,CLP
CLP.1060949,1060949,G,,/images/icons/system/20_percent.gif,0.25,0.03,19938485,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,4,2465.52,30.96,229.3,720.18,716.06,2015-12-04 14:49 America/Chicago,,SEARCY,72143-6914,2015-12-07 11:16 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,75,CLP.INTEGRATION,2015-12-04 16:01 EST5EDT,16,CLP
CLP.1088277,1088277,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.05,0.01,,CLOPAY TRUCK,"DOORS & MO,LEXINGTON,TN,USA",TN,TRUCK,BOXTRUCK,3,512.95,8.15,160.4,376.91,376.91,2016-12-20 04:48 America/Chicago,,LEXINGTON,38351-1919,2016-12-21 07:30 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-67554-65892,SECURE RESOURCES_ACCEPTED,CAR-200710,31,CLP.INTEGRATION,2016-12-20 14:35 EST5EDT,5,CLP
CLP.1061298,1061298,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.24,0.05,19943739,CLOPAY TRUCK,"DOORS & MO,LEXINGTON,TN,USA",TN,TRUCK,BOXTRUCK,3,2394.85,51.58,307.2,830.59,831.01,2015-12-09 14:51 America/Chicago,,LEXINGTON,38351-1919,2015-12-10 11:39 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-67554-65892,SECURE RESOURCES_ACCEPTED,CAR-200710,25,CLP.INTEGRATION,2015-12-09 16:58 EST5EDT,3,CLP
CLP.1088980,1088980,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.02,0.01,20340973,CLOPAY TRUCK,"DEANS OVER,NEWBERN,TN,USA",TN,TRUCK,BOXTRUCK,2,184.79,6.32,85.6,251.66,251.66,2017-01-04 11:57 America/Chicago,,NEWBERN,38059-1240,2017-01-04 11:57 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-37734-29614,SECURE RESOURCES_ACCEPTED,CAR-200710,11,CLP.INTEGRATION,2017-01-04 13:25 EST5EDT,4,CLP
CLP.1062958,1062958,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.09,0.01,19971055,CLOPAY TRUCK,"CLASSIC DO,CLEVELAND,MS,USA",MS,TRUCK,BOXTRUCK,5,891.86,9.35,437,1165.96,1165.75,2016-01-07 13:15 America/Chicago,,CLEVELAND,38732-3205,2016-01-08 12:06 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-30273-22944,SECURE RESOURCES_ACCEPTED,CAR-200710,67,CLP.INTEGRATION,2016-01-07 14:34 EST5EDT,8,CLP
CLP.1063054,1063054,G,/images/icons/system/accepted.gif,/images/icons/system/20_percent.gif,0.21,0.02,19972325,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,3,2060.35,22.48,225.5,712.35,712.35,2016-01-08 12:01 America/Chicago,,SEARCY,72143-6914,2016-01-11 07:31 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,92,CLP.INTEGRATION,2016-01-08 15:01 EST5EDT,12,CLP
CLP.1063927,1063927,G,,/images/icons/system/10_percent.gif,0.07,0.02,19986521,CLOPAY TRUCK,"MOORE'S FE,PONTOTOC,MS,USA",MS,TRUCK,BOXTRUCK,4,692.99,16.36,194.2,609.76,609.76,2016-01-21 11:26 America/Chicago,,PONTOTOC,38863-3103,2016-01-22 07:30 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-44592-39396,SECURE RESOURCES_ACCEPTED,CAR-200710,6,CLP.INTEGRATION,2016-01-21 13:38 EST5EDT,3,CLP
CLP.1063584,1063584,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.1,0.01,,CLOPAY TRUCK,"CIMARRON L,HOT SPRING,AR,USA",AR,TRUCK,BOXTRUCK,5,1007.72,7.08,353.8,1146.8,1146.8,2016-01-15 04:41 America/Chicago,,HOT SPRINGS NATIONAL PARK,71913-4014,2016-01-18 13:21 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1001-1100,SECURE RESOURCES_ACCEPTED,CAR-200710,64,CLP.INTEGRATION,2016-01-15 17:26 EST5EDT,8,CLP
CLP.1063387,1063387,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.32,0.11,,CLOPAY TRUCK,"MOORE'S FE,PONTOTOC,MS,USA",MS,TRUCK,BOXTRUCK,5,3177.2,113.59,144,506.35,503.88,2016-01-13 10:59 America/Chicago,,PONTOTOC,38863-3103,2016-01-13 16:17 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-44592-39396,SECURE RESOURCES_ACCEPTED,CAR-200710,64,CLP.INTEGRATION,2016-01-13 14:34 EST5EDT,7,CLP
CLP.1088070,1088070,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.03,0,,CLOPAY TRUCK,"LBM ADVANT,HEBER SPRI,AR,USA",AR,TRUCK,BOXTRUCK,3,251.2,3.53,151.5,445.4,445.4,2016-12-16 12:33 America/Chicago,,HEBER SPRINGS,72543,2016-12-16 16:41 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-2906841-288808,SECURE RESOURCES_ACCEPTED,CAR-200710,68,CLP.INTEGRATION,2016-12-17 16:26 EST5EDT,9,CLP
CLP.1063863,1063863,G,,/images/icons/system/30_percent.gif,0.34,0.03,,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,3397.59,33.07,170.8,702.46,702.46,2016-01-20 04:32 America/Chicago,,GREENVILLE,38701-7737,2016-01-21 08:45 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,88,CLP.INTEGRATION,2016-01-20 15:22 EST5EDT,13,CLP
CLP.1087329,1087329,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.07,0.01,,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,6,653.22,8.65,346.8,686.64,686.64,2016-12-07 04:48 America/Chicago,,SEARCY,72143-6914,2016-12-08 10:25 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,67,CLP.INTEGRATION,2016-12-07 13:33 EST5EDT,11,CLP
CLP.1058941,1058941,R,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.13,0.02,19908273,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,4,1266.66,15.5,167,591.84,591.84,2015-11-06 13:18 America/Chicago,,SEARCY,72143-6914,2015-11-09 07:31 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_WITHDRAWN,CAR-200710,106,CLP.INTEGRATION,2015-11-06 16:22 EST5EDT,12,CLP
CLP.1090157,1090157,G,/images/icons/system/accepted.gif,/images/icons/system/30_percent.gif,0.34,0.16,20357915,CLOPAY TRUCK,"TMS CUSTOM,BARTLETT,TN,USA",TN,TRUCK,BOXTRUCK,2,3353.74,159.73,4.4,12.94,12.94,2017-01-20 12:28 America/Chicago,,BARTLETT,38133,2017-01-20 12:28 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-2187839-302996,SECURE RESOURCES_ACCEPTED,CAR-200710,4,CLP.INTEGRATION,2017-01-22 18:14 EST5EDT,1,CLP
CLP.1056442,1056442,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.08,0.01,,CLOPAY TRUCK,"LINDALE GA,AMORY,MS,USA",MS,TRUCK,BOXTRUCK,3,764.89,10.57,143.8,582.57,582.57,2015-10-07 10:38 America/Chicago,,AMORY,38821-3911,2015-10-07 14:51 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-820845-249240,SECURE RESOURCES_ACCEPTED,CAR-200710,21,CLP.INTEGRATION,2015-10-07 13:32 EST5EDT,7,CLP
CLP.1090359,1090359,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.02,0,20360535,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,249.05,2.72,170.8,501.27,501.27,2017-01-24 11:27 America/Chicago,,GREENVILLE,38701-7737,2017-01-24 11:27 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,25,CLP.INTEGRATION,2017-01-24 14:08 EST5EDT,5,CLP
CLP.1090537,1090537,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.03,0,20363130,CLOPAY TRUCK,"GARAGE DOO,SEARCY,AR,USA",AR,TRUCK,BOXTRUCK,3,255.31,3.76,207,481.13,481.13,2017-01-26 11:38 America/Chicago,,SEARCY,72143-6914,2017-01-26 11:38 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-1195-20081,SECURE RESOURCES_ACCEPTED,CAR-200710,32,CLP.INTEGRATION,2017-01-26 12:52 EST5EDT,5,CLP
CLP.1091445,1091445,G,/images/icons/system/accepted.gif,/images/icons/system/0_percent.gif,0.03,0,20376935,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,298.73,3.96,170.8,501.27,501.27,2017-02-09 15:23 America/Chicago,,GREENVILLE,38701-7737,2017-02-09 15:23 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,27,CLP.INTEGRATION,2017-02-09 18:13 EST5EDT,3,CLP
CLP.1056589,1056589,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.09,0.01,19875255,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,3,855.98,14.35,170.8,702.46,702.46,2015-10-08 14:56 America/Chicago,,GREENVILLE,38701-7737,2015-10-09 08:44 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,44,CLP.INTEGRATION,2015-10-08 18:02 EST5EDT,11,CLP
CLP.1090959,1090959,G,/images/icons/system/accepted.gif,/images/icons/system/10_percent.gif,0.05,0.02,20369934,CLOPAY TRUCK,"GARAGE DOO,GREENVILLE,MS,USA",MS,TRUCK,BOXTRUCK,4,516.86,19.07,172.1,503.18,503.18,2017-02-02 11:27 America/Chicago,,GREENVILLE,38701-7737,2017-02-02 15:26 America/Chicago,ORG-1796-51803,BPC - MEMPHIS DC,CUS-6791-7394,SECURE RESOURCES_ACCEPTED,CAR-200710,65,CLP.INTEGRATION,2017-02-03 14:55 EST5EDT,10,CLP
